ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link,DS
736,Parse Lisp Expression,47.50%,Hard,2.959364629, https://leetcode.com/problems/parse-lisp-expression,
737,Sentence Similarity II,45.80%,Medium,3.556563128, https://leetcode.com/problems/sentence-similarity-ii,
739,Daily Temperatures,63.30%,Medium,0.847369881, https://leetcode.com/problems/daily-temperatures,
741,Cherry Pickup,33.90%,Hard,0.420850027, https://leetcode.com/problems/cherry-pickup,
742,Closest Leaf in a Binary Tree,43.60%,Medium,0.719122667, https://leetcode.com/problems/closest-leaf-in-a-binary-tree,
743,Network Delay Time,45.00%,Medium,1.89546745, https://leetcode.com/problems/network-delay-time,
745,Prefix and Suffix Search,34.10%,Hard,2.161230975, https://leetcode.com/problems/prefix-and-suffix-search,
747,Largest Number At Least Twice of Others,42.00%,Easy,0.237328186, https://leetcode.com/problems/largest-number-at-least-twice-of-others,
748,Shortest Completing Word,56.70%,Easy,0.667761716, https://leetcode.com/problems/shortest-completing-word,
750,Number Of Corner Rectangles,66.40%,Medium,3.246154672, https://leetcode.com/problems/number-of-corner-rectangles,
752,Open the Lock,51.80%,Medium,1.887145074, https://leetcode.com/problems/open-the-lock,
753,Cracking the Safe,50.50%,Hard,4.699786813, https://leetcode.com/problems/cracking-the-safe,
756,Pyramid Transition Matrix,54.60%,Medium,0, https://leetcode.com/problems/pyramid-transition-matrix,
758,Bold Words in String,46.00%,Easy,0.28357529, https://leetcode.com/problems/bold-words-in-string,
759,Employee Free Time,66.30%,Hard,0.697496364, https://leetcode.com/problems/employee-free-time,
760,Find Anagram Mappings,81.10%,Easy,1.289196871, https://leetcode.com/problems/find-anagram-mappings,
764,Largest Plus Sign,46.00%,Medium,0.261597295, https://leetcode.com/problems/largest-plus-sign,
765,Couples Holding Hands,54.30%,Hard,0.273806726, https://leetcode.com/problems/couples-holding-hands,
766,Toeplitz Matrix,65.10%,Easy,2.880131112, https://leetcode.com/problems/toeplitz-matrix,
767,Reorganize String,48.70%,Medium,1.629188041, https://leetcode.com/problems/reorganize-string,
768,Max Chunks To Make Sorted II,48.70%,Hard,0.227678706, https://leetcode.com/problems/max-chunks-to-make-sorted-ii,
769,Max Chunks To Make Sorted,54.80%,Medium,1.664103441, https://leetcode.com/problems/max-chunks-to-make-sorted,
770,Basic Calculator IV,48.10%,Hard,0.958254931, https://leetcode.com/problems/basic-calculator-iv,
771,Jewels and Stones,86.40%,Easy,0.719216397, https://leetcode.com/problems/jewels-and-stones,
772,Basic Calculator III,41.30%,Hard,1.931331946, https://leetcode.com/problems/basic-calculator-iii,
773,Sliding Puzzle,59.30%,Hard,1.212371174, https://leetcode.com/problems/sliding-puzzle,
774,Minimize Max Distance to Gas Station,46.90%,Hard,3.708055319, https://leetcode.com/problems/minimize-max-distance-to-gas-station,
776,Split BST,55.80%,Medium,1.554890466, https://leetcode.com/problems/split-bst,
777,Swap Adjacent in LR String,34.80%,Medium,3.107379168, https://leetcode.com/problems/swap-adjacent-in-lr-string,
778,Swim in Rising Water,53.10%,Hard,0.539824521, https://leetcode.com/problems/swim-in-rising-water,
779,K-th Symbol in Grammar,37.20%,Medium,0.029050699, https://leetcode.com/problems/k-th-symbol-in-grammar,
780,Reaching Points,29.40%,Hard,0.112337441, https://leetcode.com/problems/reaching-points,
782,Transform to Chessboard,46.50%,Hard,0, https://leetcode.com/problems/transform-to-chessboard,
783,Minimum Distance Between BST Nodes,52.60%,Easy,0.026196652, https://leetcode.com/problems/minimum-distance-between-bst-nodes,
785,Is Graph Bipartite?,47.50%,Medium,0.596847811, https://leetcode.com/problems/is-graph-bipartite,
787,Cheapest Flights Within K Stops,39.30%,Medium,0.454142157, https://leetcode.com/problems/cheapest-flights-within-k-stops,
788,Rotated Digits,57.10%,Easy,2.128352559, https://leetcode.com/problems/rotated-digits,
789,Escape The Ghosts,57.40%,Medium,0, https://leetcode.com/problems/escape-the-ghosts,
790,Domino and Tromino Tiling,39.20%,Medium,0.385662481, https://leetcode.com/problems/domino-and-tromino-tiling,
791,Custom Sort String,65.70%,Medium,0.19228355, https://leetcode.com/problems/custom-sort-string,
792,Number of Matching Subsequences,47.40%,Medium,1.635622691, https://leetcode.com/problems/number-of-matching-subsequences,
794,Valid Tic-Tac-Toe State,32.60%,Medium,0.6257059, https://leetcode.com/problems/valid-tic-tac-toe-state,
799,Champagne Tower,35.80%,Medium,0.590017564, https://leetcode.com/problems/champagne-tower,
800,Similar RGB Color,61.40%,Easy,1.864784604, https://leetcode.com/problems/similar-rgb-color,
801,Minimum Swaps To Make Sequences Increasing,38.90%,Medium,1.813962288, https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing,
802,Find Eventual Safe States,48.90%,Medium,0.7827313, https://leetcode.com/problems/find-eventual-safe-states,
803,Bricks Falling When Hit,30.80%,Hard,3.426856541, https://leetcode.com/problems/bricks-falling-when-hit,
804,Unique Morse Code Words,77.00%,Easy,0.713263677, https://leetcode.com/problems/unique-morse-code-words,
805,Split Array With Same Average,26.40%,Hard,0.544636674, https://leetcode.com/problems/split-array-with-same-average,
806,Number of Lines To Write String,64.90%,Easy,0.562632381, https://leetcode.com/problems/number-of-lines-to-write-string,
807,Max Increase to Keep City Skyline,83.70%,Medium,1.15466144, https://leetcode.com/problems/max-increase-to-keep-city-skyline,
808,Soup Servings,39.90%,Medium,0, https://leetcode.com/problems/soup-servings,
809,Expressive Words,47.00%,Medium,3.64013505, https://leetcode.com/problems/expressive-words,
811,Subdomain Visit Count,69.90%,Easy,0.061327116, https://leetcode.com/problems/subdomain-visit-count,
812,Largest Triangle Area,58.30%,Easy,0.11506933, https://leetcode.com/problems/largest-triangle-area,
813,Largest Sum of Averages,49.90%,Medium,0, https://leetcode.com/problems/largest-sum-of-averages,
814,Binary Tree Pruning,74.50%,Medium,0.031130919, https://leetcode.com/problems/binary-tree-pruning,
815,Bus Routes,42.50%,Hard,1.938350463, https://leetcode.com/problems/bus-routes,
816,Ambiguous Coordinates,47.20%,Medium,0, https://leetcode.com/problems/ambiguous-coordinates,
817,Linked List Components,57.30%,Medium,1.951763824, https://leetcode.com/problems/linked-list-components,
818,Race Car,39.00%,Hard,3.164823518, https://leetcode.com/problems/race-car,
819,Most Common Word,44.80%,Easy,0.040460639, https://leetcode.com/problems/most-common-word,
821,Shortest Distance to a Character,66.90%,Easy,0.333951756, https://leetcode.com/problems/shortest-distance-to-a-character,
827,Making A Large Island,45.70%,Hard,0.198012887, https://leetcode.com/problems/making-a-large-island,
830,Positions of Large Groups,49.60%,Easy,0.641049666, https://leetcode.com/problems/positions-of-large-groups,
832,Flipping an Image,76.20%,Easy,0.212011711, https://leetcode.com/problems/flipping-an-image,
833,Find And Replace in String,50.40%,Medium,3.385973686, https://leetcode.com/problems/find-and-replace-in-string,
834,Sum of Distances in Tree,43.70%,Hard,0.379186224, https://leetcode.com/problems/sum-of-distances-in-tree,
835,Image Overlap,58.50%,Medium,2.264098804, https://leetcode.com/problems/image-overlap,
836,Rectangle Overlap,48.60%,Easy,0.943746045, https://leetcode.com/problems/rectangle-overlap,
219,Contains Duplicate II,37.70%,Easy,0.656672453, https://leetcode.com/problems/contains-duplicate-ii,Sliding Window
838,Push Dominoes,48.50%,Medium,0, https://leetcode.com/problems/push-dominoes,
839,Similar String Groups,38.60%,Hard,0.203228242, https://leetcode.com/problems/similar-string-groups,
840,Magic Squares In Grid,37.30%,Easy,1.448780438, https://leetcode.com/problems/magic-squares-in-grid,
841,Keys and Rooms,64.30%,Medium,0.576412593, https://leetcode.com/problems/keys-and-rooms,
843,Guess the Word,46.10%,Hard,5.215253774, https://leetcode.com/problems/guess-the-word,
844,Backspace String Compare,46.40%,Easy,4.13013698, https://leetcode.com/problems/backspace-string-compare,
845,Longest Mountain in Array,37.20%,Medium,1.596720695, https://leetcode.com/problems/longest-mountain-in-array,
846,Hand of Straights,54.20%,Medium,2.816644709, https://leetcode.com/problems/hand-of-straights,
847,Shortest Path Visiting All Nodes,52.00%,Hard,0, https://leetcode.com/problems/shortest-path-visiting-all-nodes,
849,Maximize Distance to Closest Person,42.60%,Easy,2.709149428, https://leetcode.com/problems/maximize-distance-to-closest-person,
850,Rectangle Area II,47.50%,Hard,2.389853412, https://leetcode.com/problems/rectangle-area-ii,
852,Peak Index in a Mountain Array,71.60%,Easy,1.541125082, https://leetcode.com/problems/peak-index-in-a-mountain-array,
853,Car Fleet,42.30%,Medium,1.774706681, https://leetcode.com/problems/car-fleet,
854,K-Similar Strings,38.20%,Hard,0.580955704, https://leetcode.com/problems/k-similar-strings,
855,Exam Room,43.10%,Medium,1.749771774, https://leetcode.com/problems/exam-room,
857,Minimum Cost to Hire K Workers,49.60%,Hard,3.971845979, https://leetcode.com/problems/minimum-cost-to-hire-k-workers,
859,Buddy Strings,27.40%,Easy,0.348556976, https://leetcode.com/problems/buddy-strings,
438,Find All Anagrams in a String,43.30%,Medium,0.596632685, https://leetcode.com/problems/find-all-anagrams-in-a-string,Sliding Window
863,All Nodes Distance K in Binary Tree,55.40%,Medium,0.190199805, https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,
864,Shortest Path to Get All Keys,40.10%,Hard,0.606135804, https://leetcode.com/problems/shortest-path-to-get-all-keys,
871,Minimum Number of Refueling Stops,31.40%,Hard,1.872628965, https://leetcode.com/problems/minimum-number-of-refueling-stops,
872,Leaf-Similar Trees,64.50%,Easy,0.104785892, https://leetcode.com/problems/leaf-similar-trees,
875,Koko Eating Bananas,52.10%,Medium,0.206150161, https://leetcode.com/problems/koko-eating-bananas,
879,Profitable Schemes,39.80%,Hard,0, https://leetcode.com/problems/profitable-schemes,
881,Boats to Save People,46.80%,Medium,0.094508898, https://leetcode.com/problems/boats-to-save-people,
886,Possible Bipartition,44.20%,Medium,0.271727194, https://leetcode.com/problems/possible-bipartition,
887,Super Egg Drop,27.10%,Hard,0.755031904, https://leetcode.com/problems/super-egg-drop,
889,Construct Binary Tree from Preorder and Postorder Traversal,66.20%,Medium,1.138831086, https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal,
890,Find and Replace Pattern,73.40%,Medium,1.018488356, https://leetcode.com/problems/find-and-replace-pattern,
894,All Possible Full Binary Trees,75.20%,Medium,1.491890381, https://leetcode.com/problems/all-possible-full-binary-trees,
895,Maximum Frequency Stack,60.60%,Hard,0.53530237, https://leetcode.com/problems/maximum-frequency-stack,
900,RLE Iterator,53.50%,Medium,2.412451571, https://leetcode.com/problems/rle-iterator,
901,Online Stock Span,60.20%,Medium,0.041423317, https://leetcode.com/problems/online-stock-span,
862,Shortest Subarray with Sum at Least K,24.60%,Hard,0.575565089, https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,Sliding Window
905,Sort Array By Parity,74.10%,Easy,0.058564743, https://leetcode.com/problems/sort-array-by-parity,
906,Super Palindromes,32.70%,Hard,0, https://leetcode.com/problems/super-palindromes,
909,Snakes and Ladders,38.40%,Medium,0.777967443, https://leetcode.com/problems/snakes-and-ladders,
911,Online Election,50.40%,Medium,2.578517648, https://leetcode.com/problems/online-election,
913,Cat and Mouse,31.30%,Hard,2.812298988, https://leetcode.com/problems/cat-and-mouse,
914,X of a Kind in a Deck of Cards,35.10%,Easy,0.814231639, https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards,
916,Word Subsets,47.80%,Medium,0, https://leetcode.com/problems/word-subsets,
917,Reverse Only Letters,58.00%,Easy,0.028655256, https://leetcode.com/problems/reverse-only-letters,
919,Complete Binary Tree Inserter,57.30%,Medium,0, https://leetcode.com/problems/complete-binary-tree-inserter,
920,Number of Music Playlists,46.50%,Hard,1.126011263, https://leetcode.com/problems/number-of-music-playlists,
924,Minimize Malware Spread,42.00%,Hard,0.376477571, https://leetcode.com/problems/minimize-malware-spread,
925,Long Pressed Name,40.50%,Easy,0.234288116, https://leetcode.com/problems/long-pressed-name,
926,Flip String to Monotone Increasing,52.30%,Medium,0.40755935, https://leetcode.com/problems/flip-string-to-monotone-increasing,
929,Unique Email Addresses,67.40%,Easy,5.641251481, https://leetcode.com/problems/unique-email-addresses,
931,Minimum Falling Path Sum,62.50%,Medium,0.218120803, https://leetcode.com/problems/minimum-falling-path-sum,
932,Beautiful Array,58.30%,Medium,1.016168619, https://leetcode.com/problems/beautiful-array,
933,Number of Recent Calls,71.90%,Easy,0.568462392, https://leetcode.com/problems/number-of-recent-calls,
934,Shortest Bridge,48.20%,Medium,0.137083387, https://leetcode.com/problems/shortest-bridge,
935,Knight Dialer,45.20%,Medium,1.543686535, https://leetcode.com/problems/knight-dialer,
936,Stamping The Sequence,42.80%,Hard,0.143100844, https://leetcode.com/problems/stamping-the-sequence,
938,Range Sum of BST,81.30%,Easy,0.133201523, https://leetcode.com/problems/range-sum-of-bst,
939,Minimum Area Rectangle,51.80%,Medium,3.936375231, https://leetcode.com/problems/minimum-area-rectangle,
940,Distinct Subsequences II,41.50%,Hard,0.169178731, https://leetcode.com/problems/distinct-subsequences-ii,
941,Valid Mountain Array,33.20%,Easy,0.751479491, https://leetcode.com/problems/valid-mountain-array,
942,DI String Match,72.60%,Easy,0.22018351, https://leetcode.com/problems/di-string-match,
943,Find the Shortest Superstring,42.90%,Hard,2.183127428, https://leetcode.com/problems/find-the-shortest-superstring,
944,Delete Columns to Make Sorted,70.30%,Easy,0, https://leetcode.com/problems/delete-columns-to-make-sorted,
946,Validate Stack Sequences,61.90%,Medium,2.01891517, https://leetcode.com/problems/validate-stack-sequences,
947,Most Stones Removed with Same Row or Column,55.20%,Medium,4.0230229, https://leetcode.com/problems/most-stones-removed-with-same-row-or-column,
948,Bag of Tokens,40.80%,Medium,0.115735952, https://leetcode.com/problems/bag-of-tokens,
949,Largest Time for Given Digits,35.80%,Easy,0.268699084, https://leetcode.com/problems/largest-time-for-given-digits,
950,Reveal Cards In Increasing Order,74.60%,Medium,0.421349919, https://leetcode.com/problems/reveal-cards-in-increasing-order,
951,Flip Equivalent Binary Trees,65.80%,Medium,2.326169153, https://leetcode.com/problems/flip-equivalent-binary-trees,
952,Largest Component Size by Common Factor,30.30%,Hard,0.206920716, https://leetcode.com/problems/largest-component-size-by-common-factor,
954,Array of Doubled Pairs,35.60%,Medium,0, https://leetcode.com/problems/array-of-doubled-pairs,
955,Delete Columns to Make Sorted II,33.20%,Medium,0, https://leetcode.com/problems/delete-columns-to-make-sorted-ii,
958,Check Completeness of a Binary Tree,52.10%,Medium,0.438290418, https://leetcode.com/problems/check-completeness-of-a-binary-tree,
960,Delete Columns to Make Sorted III,53.60%,Hard,0.333639374, https://leetcode.com/problems/delete-columns-to-make-sorted-iii,
962,Maximum Width Ramp,45.40%,Medium,0, https://leetcode.com/problems/maximum-width-ramp,
963,Minimum Area Rectangle II,50.90%,Medium,2.157219243, https://leetcode.com/problems/minimum-area-rectangle-ii,
965,Univalued Binary Tree,67.70%,Easy,0.156637324, https://leetcode.com/problems/univalued-binary-tree,
968,Binary Tree Cameras,37.50%,Hard,0.669776347, https://leetcode.com/problems/binary-tree-cameras,
973,K Closest Points to Origin,63.80%,Medium,1.056430237, https://leetcode.com/problems/k-closest-points-to-origin,
975,Odd Even Jump,42.20%,Hard,4.893302384, https://leetcode.com/problems/odd-even-jump,
977,Squares of a Sorted Array,72.10%,Easy,0.475713418, https://leetcode.com/problems/squares-of-a-sorted-array,
979,Distribute Coins in Binary Tree,68.90%,Medium,0.75209195, https://leetcode.com/problems/distribute-coins-in-binary-tree,
980,Unique Paths III,73.30%,Hard,0.245122458, https://leetcode.com/problems/unique-paths-iii,
981,Time Based Key-Value Store,53.10%,Medium,2.597570203, https://leetcode.com/problems/time-based-key-value-store,
982,Triples with Bitwise AND Equal To Zero,55.60%,Hard,0.559615788, https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero,
983,Minimum Cost For Tickets,60.50%,Medium,0.095253395, https://leetcode.com/problems/minimum-cost-for-tickets,
986,Interval List Intersections,67.30%,Medium,1.110184644, https://leetcode.com/problems/interval-list-intersections,
987,Vertical Order Traversal of a Binary Tree,36.60%,Medium,0.302306238, https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree,
988,Smallest String Starting From Leaf,46.10%,Medium,0, https://leetcode.com/problems/smallest-string-starting-from-leaf,
989,Add to Array-Form of Integer,44.20%,Easy,0.072088849, https://leetcode.com/problems/add-to-array-form-of-integer,
992,Subarrays with K Different Integers,48.60%,Hard,0.292148989, https://leetcode.com/problems/subarrays-with-k-different-integers,Sliding Window
997,Find the Town Judge,50.10%,Easy,0.065489845, https://leetcode.com/problems/find-the-town-judge,
1000,Minimum Cost to Merge Stones,39.80%,Hard,0.848076071, https://leetcode.com/problems/minimum-cost-to-merge-stones,
1007,Minimum Domino Rotations For Equal Row,50.00%,Medium,5.34757452, https://leetcode.com/problems/minimum-domino-rotations-for-equal-row,
1011,Capacity To Ship Packages Within D Days,58.10%,Medium,1.474530478, https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,
1012,Numbers With Repeated Digits,37.50%,Hard,0, https://leetcode.com/problems/numbers-with-repeated-digits,
1015,Smallest Integer Divisible by K,32.10%,Medium,0, https://leetcode.com/problems/smallest-integer-divisible-by-k,
1016,Binary String With Substrings Representing 1 To N,58.80%,Medium,0, https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n,
1020,Number of Enclaves,57.80%,Medium,0, https://leetcode.com/problems/number-of-enclaves,
1021,Remove Outermost Parentheses,78.00%,Easy,0.289337702, https://leetcode.com/problems/remove-outermost-parentheses,
1023,Camelcase Matching,57.00%,Medium,0.658888231, https://leetcode.com/problems/camelcase-matching,
1024,Video Stitching,49.20%,Medium,0.825299868, https://leetcode.com/problems/video-stitching,
1025,Divisor Game,66.30%,Easy,0.127651812, https://leetcode.com/problems/divisor-game,
1026,Maximum Difference Between Node and Ancestor,66.00%,Medium,0.04467244, https://leetcode.com/problems/maximum-difference-between-node-and-ancestor,
1027,Longest Arithmetic Sequence,53.40%,Medium,0.066939483, https://leetcode.com/problems/longest-arithmetic-sequence,
1029,Two City Scheduling,56.10%,Easy,0.138044221, https://leetcode.com/problems/two-city-scheduling,
567,Permutation in String,44.40%,Medium,0.26617996, https://leetcode.com/problems/permutation-in-string,Sliding Window
1032,Stream of Characters,48.30%,Hard,1.974462778, https://leetcode.com/problems/stream-of-characters,
1036,Escape a Large Maze,35.40%,Hard,0.824175443, https://leetcode.com/problems/escape-a-large-maze,
1037,Valid Boomerang,37.90%,Easy,0, https://leetcode.com/problems/valid-boomerang,
1044,Longest Duplicate Substring,31.90%,Hard,0.228914648, https://leetcode.com/problems/longest-duplicate-substring,Sliding Window
1047,Remove All Adjacent Duplicates In String,68.60%,Easy,0.44171538, https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,
1048,Longest String Chain,54.70%,Medium,1.94409311, https://leetcode.com/problems/longest-string-chain,
1051,Height Checker,71.10%,Easy,0.02562053, https://leetcode.com/problems/height-checker,
1055,Shortest Way to Form String,56.90%,Medium,3.494570163, https://leetcode.com/problems/shortest-way-to-form-string,
1056,Confusing Number,48.60%,Easy,1.335244702, https://leetcode.com/problems/confusing-number,
1057,Campus Bikes,57.70%,Medium,4.447943229, https://leetcode.com/problems/campus-bikes,
1059,All Paths from Source Lead to Destination,44.70%,Medium,0, https://leetcode.com/problems/all-paths-from-source-lead-to-destination,
1060,Missing Element in Sorted Array,54.50%,Medium,0.490398626, https://leetcode.com/problems/missing-element-in-sorted-array,
1062,Longest Repeating Substring,57.20%,Medium,0.326091521, https://leetcode.com/problems/longest-repeating-substring,
1066,Campus Bikes II,54.20%,Medium,2.765835199, https://leetcode.com/problems/campus-bikes-ii,
1074,Number of Submatrices That Sum to Target,60.40%,Hard,1.52957969, https://leetcode.com/problems/number-of-submatrices-that-sum-to-target,
1078,Occurrences After Bigram,64.70%,Easy,0, https://leetcode.com/problems/occurrences-after-bigram,
1079,Letter Tile Possibilities,75.40%,Medium,0.03333642, https://leetcode.com/problems/letter-tile-possibilities,
1087,Brace Expansion,62.70%,Medium,3.02492579, https://leetcode.com/problems/brace-expansion,
1088,Confusing Number II,44.00%,Hard,3.349904087, https://leetcode.com/problems/confusing-number-ii,
1089,Duplicate Zeros,52.90%,Easy,0.01939716, https://leetcode.com/problems/duplicate-zeros,
1090,Largest Values From Labels,58.90%,Medium,0, https://leetcode.com/problems/largest-values-from-labels,
1091,Shortest Path in Binary Matrix,38.20%,Medium,0.415065182, https://leetcode.com/problems/shortest-path-in-binary-matrix,
1095,Find in Mountain Array,35.80%,Hard,0.198918505, https://leetcode.com/problems/find-in-mountain-array,
1096,Brace Expansion II,62.20%,Hard,3.504555895, https://leetcode.com/problems/brace-expansion-ii,
1099,Two Sum Less Than K,60.60%,Easy,0.045103473, https://leetcode.com/problems/two-sum-less-than-k,
1102,Path With Maximum Minimum Value,49.20%,Medium,0.144481583, https://leetcode.com/problems/path-with-maximum-minimum-value,
1105,Filling Bookcase Shelves,58.10%,Medium,0.064642856, https://leetcode.com/problems/filling-bookcase-shelves,
1108,Defanging an IP Address,87.50%,Easy,0.086321166, https://leetcode.com/problems/defanging-an-ip-address,
1110,Delete Nodes And Return Forest,67.00%,Medium,3.418885699, https://leetcode.com/problems/delete-nodes-and-return-forest,
1114,Print in Order,65.70%,Easy,0.25489225, https://leetcode.com/problems/print-in-order,
1121,Divide Array Into Increasing Sequences,56.90%,Hard,0.887303195, https://leetcode.com/problems/divide-array-into-increasing-sequences,
1122,Relative Sort Array,67.70%,Easy,0.117120125, https://leetcode.com/problems/relative-sort-array,
1123,Lowest Common Ancestor of Deepest Leaves,66.80%,Medium,0.120355441, https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves,
1125,Smallest Sufficient Team,46.60%,Hard,0.747214402, https://leetcode.com/problems/smallest-sufficient-team,
1131,Maximum of Absolute Value Expression,53.00%,Medium,0.465253026, https://leetcode.com/problems/maximum-of-absolute-value-expression,
1136,Parallel Courses,61.10%,Hard,0.651865522, https://leetcode.com/problems/parallel-courses,
1138,Alphabet Board Path,48.40%,Medium,0.205263126, https://leetcode.com/problems/alphabet-board-path,
1140,Stone Game II,63.30%,Medium,0.575820245, https://leetcode.com/problems/stone-game-ii,
1143,Longest Common Subsequence,58.40%,Medium,0.165277491, https://leetcode.com/problems/longest-common-subsequence,
1144,Decrease Elements To Make Array Zigzag,45.40%,Medium,0, https://leetcode.com/problems/decrease-elements-to-make-array-zigzag,
1145,Binary Tree Coloring Game,51.20%,Medium,1.679180077, https://leetcode.com/problems/binary-tree-coloring-game,
1146,Snapshot Array,37.00%,Medium,2.853997466, https://leetcode.com/problems/snapshot-array,
1147,Longest Chunked Palindrome Decomposition,58.60%,Hard,0, https://leetcode.com/problems/longest-chunked-palindrome-decomposition,
1153,String Transforms Into Another String,35.80%,Hard,3.390891238, https://leetcode.com/problems/string-transforms-into-another-string,
1155,Number of Dice Rolls With Target Sum,49.00%,Medium,0.266466233, https://leetcode.com/problems/number-of-dice-rolls-with-target-sum,
1157,Online Majority Element In Subarray,39.00%,Hard,0.477627554, https://leetcode.com/problems/online-majority-element-in-subarray,
1161,Maximum Level Sum of a Binary Tree,72.20%,Medium,0.192180585, https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree,
1165,Single-Row Keyboard,84.80%,Easy,0.653775797, https://leetcode.com/problems/single-row-keyboard,
1167,Minimum Cost to Connect Sticks,62.80%,Medium,0.039375165, https://leetcode.com/problems/minimum-cost-to-connect-sticks,
1168,Optimize Water Distribution in a Village,60.90%,Hard,3.102342009, https://leetcode.com/problems/optimize-water-distribution-in-a-village,
1170,Compare Strings by Frequency of the Smallest Character,58.70%,Easy,2.3806212, https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character,
1179,Reformat Department Table,80.60%,Easy,0.030653741, https://leetcode.com/problems/reformat-department-table,
1182,Shortest Distance to Target Color,52.80%,Medium,0, https://leetcode.com/problems/shortest-distance-to-target-color,
1184,Distance Between Bus Stops,54.50%,Easy,0, https://leetcode.com/problems/distance-between-bus-stops,
1188,Design Bounded Blocking Queue,70.50%,Medium,0.382859723, https://leetcode.com/problems/design-bounded-blocking-queue,
1192,Critical Connections in a Network,48.60%,Hard,0.081691383, https://leetcode.com/problems/critical-connections-in-a-network,
1197,Minimum Knight Moves,36.10%,Medium,1.742196588, https://leetcode.com/problems/minimum-knight-moves,
1199,Minimum Time to Build Blocks,37.40%,Hard,0, https://leetcode.com/problems/minimum-time-to-build-blocks,
1203,Sort Items by Groups Respecting Dependencies,47.60%,Hard,0.271109517, https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,
1206,Design Skiplist,57.30%,Hard,0.279584862, https://leetcode.com/problems/design-skiplist,
1207,Unique Number of Occurrences,71.60%,Easy,0, https://leetcode.com/problems/unique-number-of-occurrences,
1209,Remove All Adjacent Duplicates in String II,56.90%,Medium,0.191974988, https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,
1218,Longest Arithmetic Subsequence of Given Difference,44.60%,Medium,0.123444191, https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference,
1219,Path with Maximum Gold,65.10%,Medium,0.819636522, https://leetcode.com/problems/path-with-maximum-gold,
1223,Dice Roll Simulation,45.60%,Medium,0.357749635, https://leetcode.com/problems/dice-roll-simulation,
1229,Meeting Scheduler,52.70%,Medium,0.295560175, https://leetcode.com/problems/meeting-scheduler,
1231,Divide Chocolate,52.40%,Hard,3.208270334, https://leetcode.com/problems/divide-chocolate,
1233,Remove Sub-Folders from the Filesystem,59.50%,Medium,0.057076831, https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,
1235,Maximum Profit in Job Scheduling,44.00%,Hard,0.040573516, https://leetcode.com/problems/maximum-profit-in-job-scheduling,
1237,Find Positive Integer Solution for a Given Equation,69.70%,Easy,0.272399547, https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation,
1240,Tiling a Rectangle with the Fewest Squares,50.10%,Hard,1.864330162, https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares,
1244,Design A Leaderboard,60.70%,Medium,0.431754366, https://leetcode.com/problems/design-a-leaderboard,
1245,Tree Diameter,60.10%,Medium,0.083381609, https://leetcode.com/problems/tree-diameter,
1254,Number of Closed Islands,60.50%,Medium,0.203124684, https://leetcode.com/problems/number-of-closed-islands,
1261,Find Elements in a Contaminated Binary Tree,74.30%,Medium,0, https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree,
1265,Print Immutable Linked List in Reverse,94.60%,Medium,0.651075967, https://leetcode.com/problems/print-immutable-linked-list-in-reverse,
1267,Count Servers that Communicate,57.90%,Medium,0.049029427, https://leetcode.com/problems/count-servers-that-communicate,
1269,Number of Ways to Stay in the Same Place After Some Steps,43.20%,Hard,0, https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps,
1270,All People Report to the Given Manager,87.10%,Medium,0, https://leetcode.com/problems/all-people-report-to-the-given-manager,
1272,Remove Interval,58.60%,Medium,0, https://leetcode.com/problems/remove-interval,
1277,Count Square Submatrices with All Ones,73.30%,Medium,0.786569729, https://leetcode.com/problems/count-square-submatrices-with-all-ones,
1281,Subtract the Product and Sum of Digits of an Integer,85.20%,Easy,0.010908207, https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer,
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,69.50%,Hard,1.076872302, https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,
1286,Iterator for Combination,68.20%,Medium,0.195000015, https://leetcode.com/problems/iterator-for-combination,
1287,Element Appearing More Than 25% In Sorted Array,60.20%,Easy,0, https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array,
